"last_name","salary","avg_salary","department_name"
"gray",134205,"95054.528301886792","computers"
"williamson",118602,"95054.528301886792","computers"
"james",136377,"95054.528301886792","computers"
"lynch",111318,"95054.528301886792","computers"
"greene",104517,"95054.528301886792","computers"
"phillips",128205,"95054.528301886792","computers"
"price",133091,"95054.528301886792","computers"
"richards",116333,"95054.528301886792","computers"
"elliott",119097,"95054.528301886792","computers"
"olson",107535,"95054.528301886792","computers"
"james",130188,"95054.528301886792","computers"
"sims",146024,"95054.528301886792","computers"
"roberts",139714,"95054.528301886792","computers"
"kelley",116266,"95054.528301886792","computers"
"watkins",125668,"99095.442307692308","electronics"
"johnson",134940,"99095.442307692308","electronics"
"coleman",110839,"99095.442307692308","electronics"
"castillo",132634,"99095.442307692308","electronics"
"gibson",109449,"99095.442307692308","electronics"
"grant",108441,"99095.442307692308","electronics"
"robertson",106607,"99095.442307692308","electronics"
"gibson",105444,"99095.442307692308","electronics"
"williamson",149085,"99095.442307692308","electronics"
"marshall",123401,"99095.442307692308","electronics"
"moore",139304,"99095.442307692308","electronics"
"stevens",106229,"99095.442307692308","electronics"
"torres",118307,"99095.442307692308","electronics"
"carpenter",125523,"99095.442307692308","electronics"
"robertson",136406,"99095.442307692308","electronics"
"white",122540,"99095.442307692308","electronics"
"gonzalez",122231,"99095.442307692308","electronics"
"evans",106535,"99095.442307692308","electronics"
"banks",137025,"99095.442307692308","electronics"
"banks",136034,"99095.442307692308","electronics"
"walker",122108,"99095.442307692308","electronics"
"carpenter",124418,"99095.442307692308","electronics"
"robertson",136492,"99095.442307692308","electronics"
"burke",114690,"99095.442307692308","electronics"
"bell",122843,"99095.442307692308","electronics"
"stewart",149336,"99095.442307692308","electronics"
"weaver",126307,"99095.442307692308","electronics"
"reynolds",120138,"99095.442307692308","electronics"
"day",109890,"91615.122448979592","games"
"knight",125847,"91615.122448979592","games"
"woods",148986,"91615.122448979592","games"
"moore",102395,"91615.122448979592","games"
"johnson",135001,"91615.122448979592","games"
"robinson",134422,"91615.122448979592","games"
"garrett",145181,"91615.122448979592","games"
"hawkins",144073,"91615.122448979592","games"
"alexander",93245,"91615.122448979592","games"
"hanson",97372,"91615.122448979592","games"
"hamilton",141340,"91615.122448979592","games"
"fisher",93995,"91615.122448979592","games"
"ramirez",112929,"91615.122448979592","games"
"wright",98339,"91615.122448979592","games"
"garza",113278,"91615.122448979592","games"
"kelley",106602,"91615.122448979592","games"
"king",149597,"91615.122448979592","games"
"stanley",103237,"91615.122448979592","games"
"burns",102001,"91615.122448979592","games"
"spencer",110881,"91615.122448979592","games"
"hanson",144767,"91615.122448979592","games"
"phillips",127171,"91615.122448979592","games"
"cooper",120108,"91615.122448979592","games"
"hunt",93665,"91615.122448979592","games"
"stevens",118791,"91615.122448979592","games"
"jacobs",141139,"103883.755102040816","garden"
"medina",114989,"103883.755102040816","garden"
"rivera",137281,"103883.755102040816","garden"
"nichols",145692,"103883.755102040816","garden"
"martinez",124853,"103883.755102040816","garden"
"williamson",145575,"103883.755102040816","garden"
"graham",109058,"103883.755102040816","garden"
"stevens",106729,"103883.755102040816","garden"
"ross",104671,"103883.755102040816","garden"
"spencer",143223,"103883.755102040816","garden"
"long",142529,"103883.755102040816","garden"
"griffin",140567,"103883.755102040816","garden"
"parker",114919,"103883.755102040816","garden"
"carroll",128562,"103883.755102040816","garden"
"walker",134488,"103883.755102040816","garden"
"snyder",143846,"103883.755102040816","garden"
"torres",135886,"103883.755102040816","garden"
"hernandez",119787,"103883.755102040816","garden"
"henry",132421,"103883.755102040816","garden"
"evans",122595,"103883.755102040816","garden"
"burton",140688,"103883.755102040816","garden"
"cox",135719,"103883.755102040816","garden"
"kelly",120086,"103883.755102040816","garden"
"turner",127875,"103883.755102040816","garden"
"cox",149221,"103883.755102040816","garden"
"vasquez",125378,"103883.755102040816","garden"
"butler",115541,"103883.755102040816","garden"
"kelly",144965,"101959.255319148936","grocery"
"cooper",139796,"101959.255319148936","grocery"
"chavez",128766,"101959.255319148936","grocery"
"reynolds",121836,"101959.255319148936","grocery"
"white",118834,"101959.255319148936","grocery"
"bennett",125713,"101959.255319148936","grocery"
"cunningham",139302,"101959.255319148936","grocery"
"crawford",142149,"101959.255319148936","grocery"
"rice",144724,"101959.255319148936","grocery"
"reed",144953,"101959.255319148936","grocery"
"gutierrez",106994,"101959.255319148936","grocery"
"lopez",138776,"101959.255319148936","grocery"
"carr",143570,"101959.255319148936","grocery"
"vasquez",127695,"101959.255319148936","grocery"
"willis",123427,"101959.255319148936","grocery"
"reyes",148860,"101959.255319148936","grocery"
"phillips",127367,"101959.255319148936","grocery"
"hansen",129746,"101959.255319148936","grocery"
"reyes",134114,"101959.255319148936","grocery"
"ramos",127268,"101959.255319148936","grocery"
"young",138844,"101113.934782608696","health"
"mills",114200,"101113.934782608696","health"
"sims",136790,"101113.934782608696","health"
"chavez",144028,"101113.934782608696","health"
"rose",120225,"101113.934782608696","health"
"moreno",112004,"101113.934782608696","health"
"snyder",124215,"101113.934782608696","health"
"lawrence",131681,"101113.934782608696","health"
"carter",120800,"101113.934782608696","health"
"myers",148993,"101113.934782608696","health"
"tucker",104844,"101113.934782608696","health"
"stephens",147440,"101113.934782608696","health"
"burke",147290,"101113.934782608696","health"
"rice",108380,"101113.934782608696","health"
"peters",132037,"101113.934782608696","health"
"peters",138093,"101113.934782608696","health"
"allen",132998,"101113.934782608696","health"
"stephens",110366,"101113.934782608696","health"
"chavez",116894,"101113.934782608696","health"
"gonzalez",148106,"101113.934782608696","health"
"garcia",131075,"101113.934782608696","health"
"stanley",149929,"101113.934782608696","health"
"white",122130,"101113.934782608696","health"
"turner",146952,"101113.934782608696","health"
"edwards",115360,"101113.934782608696","health"
"matthews",114970,"98975.652173913043","home"
"diaz",128748,"98975.652173913043","home"
"cruz",131479,"98975.652173913043","home"
"sullivan",103182,"98975.652173913043","home"
"powell",120577,"98975.652173913043","home"
"gonzalez",106833,"98975.652173913043","home"
"robinson",137594,"98975.652173913043","home"
"fuller",142967,"98975.652173913043","home"
"murray",142255,"98975.652173913043","home"
"lynch",126683,"98975.652173913043","home"
"dixon",104224,"98975.652173913043","home"
"ellis",139775,"98975.652173913043","home"
"johnston",143855,"98975.652173913043","home"
"martinez",99508,"98975.652173913043","home"
"lopez",125944,"98975.652173913043","home"
"fowler",142211,"98975.652173913043","home"
"garcia",135132,"98975.652173913043","home"
"price",142794,"98975.652173913043","home"
"foster",138478,"98975.652173913043","home"
"gonzalez",107240,"98975.652173913043","home"
"richardson",145962,"98975.652173913043","home"
"clark",112510,"98975.652173913043","home"
"hanson",133492,"98975.652173913043","home"
"jenkins",115911,"98975.652173913043","home"
"hamilton",141375,"98975.652173913043","home"
"nguyen",93804,"92734.711538461538","industrial"
"crawford",119471,"92734.711538461538","industrial"
"gilbert",93712,"92734.711538461538","industrial"
"carroll",110622,"92734.711538461538","industrial"
"anderson",122272,"92734.711538461538","industrial"
"boyd",128765,"92734.711538461538","industrial"
"gutierrez",139845,"92734.711538461538","industrial"
"murphy",146432,"92734.711538461538","industrial"
"crawford",140996,"92734.711538461538","industrial"
"moreno",107907,"92734.711538461538","industrial"
"austin",110627,"92734.711538461538","industrial"
"payne",92879,"92734.711538461538","industrial"
"morales",149598,"92734.711538461538","industrial"
"berry",148640,"92734.711538461538","industrial"
"hudson",143226,"92734.711538461538","industrial"
"morris",131662,"92734.711538461538","industrial"
"walker",120085,"92734.711538461538","industrial"
"myers",139060,"92734.711538461538","industrial"
"day",135993,"92734.711538461538","industrial"
"olson",110411,"92734.711538461538","industrial"
"evans",94980,"92734.711538461538","industrial"
"gonzales",95810,"92734.711538461538","industrial"
"burke",106033,"92734.711538461538","industrial"
"murray",97607,"92734.711538461538","industrial"
"carpenter",134813,"92734.711538461538","industrial"
"burton",105810,"92900.851063829787","jewelery"
"stanley",140850,"92900.851063829787","jewelery"
"sanders",117905,"92900.851063829787","jewelery"
"ford",138459,"92900.851063829787","jewelery"
"ellis",134074,"92900.851063829787","jewelery"
"sanders",102211,"92900.851063829787","jewelery"
"morgan",101945,"92900.851063829787","jewelery"
"watson",115679,"92900.851063829787","jewelery"
"weaver",131283,"92900.851063829787","jewelery"
"medina",102149,"92900.851063829787","jewelery"
"moreno",140858,"92900.851063829787","jewelery"
"chapman",125843,"92900.851063829787","jewelery"
"parker",136917,"92900.851063829787","jewelery"
"perry",124296,"92900.851063829787","jewelery"
"elliott",125115,"92900.851063829787","jewelery"
"baker",145283,"92900.851063829787","jewelery"
"sims",95548,"92900.851063829787","jewelery"
"mccoy",95787,"92900.851063829787","jewelery"
"gibson",148816,"92900.851063829787","jewelery"
"lee",115085,"92900.851063829787","jewelery"
"murray",96897,"87812.217391304348","kids"
"james",108657,"87812.217391304348","kids"
"jacobs",121966,"87812.217391304348","kids"
"chapman",126103,"87812.217391304348","kids"
"hart",119773,"87812.217391304348","kids"
"burns",88093,"87812.217391304348","kids"
"castillo",130188,"87812.217391304348","kids"
"vasquez",94596,"87812.217391304348","kids"
"walker",145281,"87812.217391304348","kids"
"cole",133040,"87812.217391304348","kids"
"ross",93609,"87812.217391304348","kids"
"flores",97745,"87812.217391304348","kids"
"ford",88854,"87812.217391304348","kids"
"webb",127569,"87812.217391304348","kids"
"watkins",128617,"87812.217391304348","kids"
"johnston",123820,"87812.217391304348","kids"
"williams",101599,"87812.217391304348","kids"
"torres",105686,"87812.217391304348","kids"
"banks",119747,"87812.217391304348","kids"
"riley",149114,"87812.217391304348","kids"
"lee",117147,"87812.217391304348","kids"
"williams",91608,"87812.217391304348","kids"
"morgan",148952,"93237.552631578947","movies"
"snyder",141678,"93237.552631578947","movies"
"hughes",122110,"93237.552631578947","movies"
"freeman",109154,"93237.552631578947","movies"
"webb",142988,"93237.552631578947","movies"
"lynch",96118,"93237.552631578947","movies"
"chavez",139163,"93237.552631578947","movies"
"edwards",93962,"93237.552631578947","movies"
"freeman",149351,"93237.552631578947","movies"
"harper",96163,"93237.552631578947","movies"
"kelly",143433,"93237.552631578947","movies"
"hayes",110615,"93237.552631578947","movies"
"hicks",97913,"93237.552631578947","movies"
"fox",128726,"93237.552631578947","movies"
"frazier",111244,"93237.552631578947","movies"
"reynolds",111427,"93237.552631578947","movies"
"long",98502,"93237.552631578947","movies"
"kelly",132676,"93237.552631578947","movies"
"washington",109828,"93237.552631578947","movies"
"hall",112126,"93237.552631578947","movies"
"sanchez",108093,"100911.805555555556","music"
"carr",115274,"100911.805555555556","music"
"reed",120579,"100911.805555555556","music"
"simmons",113857,"100911.805555555556","music"
"franklin",117105,"100911.805555555556","music"
"morris",127645,"100911.805555555556","music"
"dean",140708,"100911.805555555556","music"
"thompson",133281,"100911.805555555556","music"
"sanders",146970,"100911.805555555556","music"
"harris",110912,"100911.805555555556","music"
"harris",129527,"100911.805555555556","music"
"gonzales",131274,"100911.805555555556","music"
"snyder",109004,"100911.805555555556","music"
"gordon",142840,"100911.805555555556","music"
"griffin",116480,"100911.805555555556","music"
"kelley",110660,"100911.805555555556","music"
"arnold",135786,"100911.805555555556","music"
"warren",126201,"100911.805555555556","music"
"weaver",120226,"100911.805555555556","music"
"gomez",101582,"100911.805555555556","music"
"knight",135688,"88507.216216216216","outdoors"
"little",114647,"88507.216216216216","outdoors"
"hamilton",98401,"88507.216216216216","outdoors"
"hunt",140430,"88507.216216216216","outdoors"
"hernandez",96169,"88507.216216216216","outdoors"
"roberts",105319,"88507.216216216216","outdoors"
"welch",133007,"88507.216216216216","outdoors"
"harper",92043,"88507.216216216216","outdoors"
"bryant",139347,"88507.216216216216","outdoors"
"robinson",144608,"88507.216216216216","outdoors"
"bailey",138540,"88507.216216216216","outdoors"
"rice",90069,"88507.216216216216","outdoors"
"cook",109404,"88507.216216216216","outdoors"
"sullivan",101756,"88507.216216216216","outdoors"
"ward",108228,"88507.216216216216","outdoors"
"miller",99151,"88507.216216216216","outdoors"
"chavez",137704,"88507.216216216216","outdoors"
"young",114695,"88507.216216216216","outdoors"
"lawrence",133424,"112055.416666666667","shoes"
"welch",118514,"112055.416666666667","shoes"
"martinez",131392,"112055.416666666667","shoes"
"harper",144639,"112055.416666666667","shoes"
"lopez",131961,"112055.416666666667","shoes"
"matthews",123936,"112055.416666666667","shoes"
"ellis",146256,"112055.416666666667","shoes"
"washington",113311,"112055.416666666667","shoes"
"ruiz",116301,"112055.416666666667","shoes"
"fowler",120540,"112055.416666666667","shoes"
"parker",148906,"112055.416666666667","shoes"
"carpenter",133360,"112055.416666666667","shoes"
"bryant",148260,"112055.416666666667","shoes"
"watkins",128805,"112055.416666666667","shoes"
"andrews",147003,"112055.416666666667","shoes"
"lynch",117248,"112055.416666666667","shoes"
"larson",125574,"112055.416666666667","shoes"
"larson",119414,"112055.416666666667","shoes"
"peterson",144841,"112055.416666666667","shoes"
"rodriguez",140276,"112055.416666666667","shoes"
"howard",141753,"112055.416666666667","shoes"
"webb",144932,"112055.416666666667","shoes"
"collins",143034,"112055.416666666667","shoes"
"burns",113654,"112055.416666666667","shoes"
"dunn",148889,"112055.416666666667","shoes"
"edwards",121713,"112055.416666666667","shoes"
"kelley",120377,"92281.813953488372","sports"
"henry",131252,"92281.813953488372","sports"
"reed",142483,"92281.813953488372","sports"
"peterson",97623,"92281.813953488372","sports"
"walker",110896,"92281.813953488372","sports"
"harrison",133845,"92281.813953488372","sports"
"freeman",121296,"92281.813953488372","sports"
"hunter",112048,"92281.813953488372","sports"
"duncan",110407,"92281.813953488372","sports"
"ford",147739,"92281.813953488372","sports"
"porter",140243,"92281.813953488372","sports"
"russell",99352,"92281.813953488372","sports"
"nelson",139564,"92281.813953488372","sports"
"moreno",102493,"92281.813953488372","sports"
"hill",117092,"92281.813953488372","sports"
"austin",101646,"92281.813953488372","sports"
"turner",130849,"92281.813953488372","sports"
"wright",109233,"92281.813953488372","sports"
"kelly",128646,"92281.813953488372","sports"
"elliott",131409,"93901.025000000000","tools"
"hanson",141513,"93901.025000000000","tools"
"jordan",123843,"93901.025000000000","tools"
"riley",143781,"93901.025000000000","tools"
"sims",127223,"93901.025000000000","tools"
"clark",146611,"93901.025000000000","tools"
"schmidt",125465,"93901.025000000000","tools"
"mason",147166,"93901.025000000000","tools"
"cole",96739,"93901.025000000000","tools"
"kennedy",100741,"93901.025000000000","tools"
"reyes",130563,"93901.025000000000","tools"
"meyer",145363,"93901.025000000000","tools"
"watkins",133507,"93901.025000000000","tools"
"anderson",115009,"93901.025000000000","tools"
"dixon",126420,"93901.025000000000","tools"
"hawkins",134931,"93901.025000000000","tools"
"lopez",94685,"93901.025000000000","tools"
"phillips",118497,"105020.717948717949","toys"
"willis",113507,"105020.717948717949","toys"
"daniels",139061,"105020.717948717949","toys"
"harvey",138179,"105020.717948717949","toys"
"thomas",128239,"105020.717948717949","toys"
"jenkins",113599,"105020.717948717949","toys"
"harris",148940,"105020.717948717949","toys"
"bishop",110744,"105020.717948717949","toys"
"ferguson",119385,"105020.717948717949","toys"
"mason",120160,"105020.717948717949","toys"
"day",129890,"105020.717948717949","toys"
"cole",133190,"105020.717948717949","toys"
"webb",143595,"105020.717948717949","toys"
"williams",107709,"105020.717948717949","toys"
"gonzalez",131830,"105020.717948717949","toys"
"williamson",135695,"105020.717948717949","toys"
"allen",149586,"105020.717948717949","toys"
"hanson",113354,"105020.717948717949","toys"
"hill",144661,"105020.717948717949","toys"
"cole",116766,"105020.717948717949","toys"
"stewart",148144,"95494.443181818182","other"
"larson",144991,"95494.443181818182","other"
"wagner",142516,"95494.443181818182","other"
"holmes",147150,"95494.443181818182","other"
"greene",149835,"95494.443181818182","other"
"kennedy",111072,"95494.443181818182","other"
"harris",126468,"95494.443181818182","other"
"stevens",108444,"95494.443181818182","other"
"hansen",145559,"95494.443181818182","other"
"ramirez",147862,"95494.443181818182","other"
"owens",104373,"95494.443181818182","other"
"watkins",104444,"95494.443181818182","other"
"ray",126661,"95494.443181818182","other"
"phillips",102793,"95494.443181818182","other"
"baker",107749,"95494.443181818182","other"
"black",117171,"95494.443181818182","other"
"alexander",140078,"95494.443181818182","other"
"wallace",118793,"95494.443181818182","other"
"jordan",115776,"95494.443181818182","other"
"lewis",115975,"95494.443181818182","other"
"palmer",138815,"95494.443181818182","other"
"fields",101520,"95494.443181818182","other"
"watson",111873,"95494.443181818182","other"
"peterson",104530,"95494.443181818182","other"
"griffin",108970,"95494.443181818182","other"
"rivera",122219,"95494.443181818182","other"
"moreno",121238,"95494.443181818182","other"
"wheeler",145284,"95494.443181818182","other"
"murphy",128105,"95494.443181818182","other"
"brooks",102458,"95494.443181818182","other"
"arnold",133781,"95494.443181818182","other"
"matthews",119602,"95494.443181818182","other"
"rice",145747,"95494.443181818182","other"
"payne",138137,"95494.443181818182","other"
"elliott",104149,"95494.443181818182","other"
"hunter",123156,"95494.443181818182","other"
"johnson",95679,"95494.443181818182","other"
"spencer",119769,"95494.443181818182","other"
"perry",146701,"95494.443181818182","other"
"hudson",146745,"95494.443181818182","other"
"anderson",139486,"95494.443181818182","other"
